sellIndia,avg,count
"M@[,APO]P@[,2CROWS,SHORTLINE]",-0.4210787525522813,3
"P@[,CLOSINGMARUBOZU,IDENTICAL3CROWS]",-0.4196255648805718,1
"P@[,SHOOTINGSTAR]",-0.4106342901064475,333
"M@[,ADXR20]P@[,HARAMI,SHORTLINE]",-0.4094352695922261,3
"M@[,ADXR20]P@[,BELTHOLD,3OUTSIDE,LONGLINE]",-0.40764103057103485,5
"P@[,3OUTSIDE,ONNECK]",-0.40530582166542595,1
"M@[,ADXR20,APO]P@[,SHORTLINE]",-0.4002911208151465,1
"M@[,RSI]P@[,BELTHOLD,ENGULFING,EVENINGSTAR,EVENINGDOJISTAR,LONGLINE]",-0.3965260110536076,1
"P@[,3OUTSIDE,LONGLINE]O@[,CROSSOVER21]",-0.3937881395693282,3
"M@[,APO,AROON]P@[,BELTHOLD,ENGULFING,LONGLINE,SEPARATINGLINES]",-0.393179006891681,1
"M@[,APO,AROON]P@[,ENGULFING,SPINNINGTOP]",-0.390414647280557,1
"M@[,AROON]P@[,HIKKAKE,SHORTLINE]",-0.38390827262005933,3
"P@[,CLOSINGMARUBOZU,LONGLINE]O@[,CROSSOVER21]",-0.3807709188794181,8
"P@[,RISEFALL3METHODS]",-0.37501020042360267,2
"P@[,BELTHOLD,EVENINGSTAR,LONGLINE]O@[,CROSSOVER21]",-0.369783412572645,1
"P@[,ENGULFING,EVENINGSTAR,LONGLINE]",-0.36188350265463015,12
"M@[,ADXR20]P@[,HARAMI]",-0.35523076501873174,7
"M@[,CROSSOVER-MACD]P@[,BELTHOLD,EVENINGSTAR,EVENINGDOJISTAR]",-0.35434995112414186,1
"P@[,ENGULFING,CLOSINGMARUBOZU,EVENINGSTAR,EVENINGDOJISTAR,LONGLINE]",-0.35385699385000285,2
"P@[,COUNTERATTACK,LONGLINE]O@[,CROSSOVER21]",-0.35310225553074087,1
"P@[,ENGULFING,EVENINGSTAR,EVENINGDOJISTAR,LONGLINE]",-0.3504173190874984,17
"M@[,RSI]P@[,SPINNINGTOP]",-0.34883992063816577,12
"M@[,CROSSOVER-MACD]P@[,CLOSINGMARUBOZU]O@[,CROSSOVER21]",-0.3412969283276395,1
"M@[,CROSSOVER-MACD]P@[,SHORTLINE]O@[,CROSSOVER21]",-0.33791409706863307,2
"M@[,AROON]P@[,SPINNINGTOP,SHORTLINE]O@[,CROSSOVER21]",-0.3339694656488405,1
"M@[,CROSSOVER-MACD]P@[,MARUBOZU,BELTHOLD,CLOSINGMARUBOZU,LONGLINE,SEPARATINGLINES]",-0.3314550878355983,1
"M@[,RSI]P@[,SHORTLINE]",-0.3280352123866811,40
"M@[,RSI]P@[,CLOSINGMARUBOZU,LONGLINE]",-0.32571662539946805,5
"M@[,RSI]P@[,HARAMI]",-0.32505490348666183,15
"P@[,SPINNINGTOP,HIKKAKE,SHORTLINE]",-0.3241556344719506,20
"M@[,ADXR20]P@[,SPINNINGTOP]",-0.3192415085778299,13
"P@[,BELTHOLD,ENGULFING,EVENINGSTAR,EVENINGDOJISTAR]",-0.3124617625180257,4
"P@[,ENGULFING,LONGLINE]O@[,CROSSOVER21]",-0.3115284615173245,5
"P@[,BELTHOLD,EVENINGSTAR,EVENINGDOJISTAR,LONGLINE]",-0.3105081873001472,20
"P@[,COUNTERATTACK,LONGLINE]",-0.3053320884668051,6
"P@[,BELTHOLD,2CROWS,LONGLINE]",-0.301518008529173,5
"P@[,BELTHOLD]O@[,CROSSOVER50]",-0.3001268511453484,8
"P@[,SHORTLINE]O@[,CROSSOVER21]",-0.2973427367662929,32
"M@[,ADXR40]P@[,3OUTSIDE]",-0.29150016438654386,2
"P@[,ADVANCEBLOCK]",-0.290842635022464,8
"M@[,CROSSOVER-MACD]P@[,SHOOTINGSTAR,HIKKAKE]",-0.28965217095871976,2
"P@[,BELTHOLD]O@[,CROSSOVER21]",-0.28882744218286804,17
"M@[,CROSSOVER-MACD]P@[,COUNTERATTACK]",-0.2872187649593079,1
"M@[,RSI]P@[,ENGULFING,CLOSINGMARUBOZU]",-0.278473962684489,1
"M@[,CROSSOVER-MACD,RSI]P@[,LONGLINE]",-0.2754165910282256,2
"P@[,MARUBOZU,BELTHOLD,CLOSINGMARUBOZU,3OUTSIDE,LONGLINE]",-0.27375885092899327,45
"M@[,AROON,CROSSOVER-MACD,RSI]P@[,BELTHOLD,LONGLINE]",-0.2723109295704877,1
"M@[,CROSSOVER-MACD]P@[,SPINNINGTOP,HIGHWAVE]",-0.24727139644174811,14
"M@[,AROON]P@[,HANGINGMAN]",-0.24410166185337964,2
"M@[,ADXR20]P@[,BELTHOLD,LONGLINE]",-0.24354001685962165,31
"M@[,CROSSOVER-MACD]P@[,LONGLINE]V@[,AD:OBV]",-0.23228907824926973,3
"M@[,RSI]P@[,BELTHOLD,3OUTSIDE,LONGLINE]",-0.2229080932784753,1
"M@[,AROON,CROSSOVER-MACD]P@[,SPINNINGTOP,HIGHWAVE]",-0.22211158170762085,2
"M@[,ADXR20]P@[,SPINNINGTOP,HIGHWAVE]",-0.218016993792661,6
"M@[,CROSSOVER-MACD]P@[,BELTHOLD,LONGLINE]",-0.21676221091196035,226
"M@[,CROSSOVER-MACD]P@[,EVENINGSTAR,LONGLINE]",-0.21313444659322578,4
"M@[,CROSSOVER-MACD]P@[,CLOSINGMARUBOZU]",-0.2122949919698694,23
"M@[,AROON]P@[,SPINNINGTOP,SHORTLINE]",-0.21055710231635713,9
"M@[,ADXR20]P@[,BELTHOLD]",-0.20684821978755705,17
"M@[,CROSSOVER-MACD]P@[,3OUTSIDE]",-0.20349315607775686,50
"M@[,CROSSOVER-MACD]P@[,DARKCLOUDCOVER]",-0.2034292356873134,1
"M@[,CROSSOVER-MACD]P@[,HIKKAKE]",-0.20254062623472982,13
"M@[,ADXR20]P@[,ENGULFING,SPINNINGTOP]",-0.20021910770275878,1
"M@[,RSI]P@[,BELTHOLD,LONGLINE]",-0.19936201684591087,57
"P@[,HARAMI,SPINNINGTOP,SHORTLINE]",-0.1929301109769688,13
"P@[,BELTHOLD,LONGLINE]O@[,CROSSOVER50]",-0.1905375507246243,19
"P@[,3OUTSIDE]",-0.18828683570441707,353
"M@[,CROSSOVER-MACD]P@[,HARAMI,SPINNINGTOP,SHORTLINE]",-0.18292682926829962,1
"P@[,ENGULFING,LONGLINE]",-0.18132742552173137,586
"M@[,CROSSOVER-MACD]P@[,MARUBOZU,BELTHOLD,CLOSINGMARUBOZU,DARKCLOUDCOVER,LONGLINE]",-0.1778281317220093,3
"M@[,AROON]P@[,SPINNINGTOP,HIGHWAVE]",-0.177495369180157,8
"M@[,APO]P@[,SHORTLINE]",-0.1706568929502745,93
"P@[,BELTHOLD,3OUTSIDE,LONGLINE]",-0.1703332999221288,167
"M@[,APO]P@[,BELTHOLD,ENGULFING,LONGLINE]",-0.16353390831676057,23
"P@[,CLOSINGMARUBOZU,EVENINGSTAR,EVENINGDOJISTAR,LONGLINE]",-0.1633980443650744,6
"M@[,APO]P@[,SHOOTINGSTAR]",-0.1630047203450174,1
"P@[,CLOSINGMARUBOZU,LONGLINE]",-0.1628246656478709,376
"P@[,HIKKAKE,LONGLINE]",-0.1560324939688122,13
"M@[,CROSSOVER-MACD]P@[,3OUTSIDE,SHORTLINE]",-0.15331354480293882,17
"P@[,BELTHOLD,EVENINGSTAR]",-0.15082649732106837,8
"P@[,MARUBOZU,BELTHOLD,ENGULFING,CLOSINGMARUBOZU,LONGLINE]",-0.146217362450603,155
"M@[,AROON]P@[,BELTHOLD,3OUTSIDE,LONGLINE]",-0.142972066869274,17
"M@[,ADXR20]P@[,EVENINGSTAR,EVENINGDOJISTAR]",-0.14207909069382493,1
"P@[,BELTHOLD,DARKCLOUDCOVER,LONGLINE]",-0.1414900833175087,72
"M@[,CROSSOVER-MACD]P@[,ENGULFING,CLOSINGMARUBOZU,LONGLINE]",-0.13808362709620783,11
"M@[,RSI]P@[,CLOSINGMARUBOZU,3INSIDE]",-0.13713658804168952,1
"M@[,CROSSOVER-MACD]P@[,SPINNINGTOP,HIGHWAVE,SHORTLINE]",-0.1330509537464403,2
"P@[,EVENINGSTAR]",-0.12798662584634116,17
"M@[,AROON]P@[,SPINNINGTOP,3OUTSIDE]",-0.12521764082862807,4
"P@[,BELTHOLD,SEPARATINGLINES]",-0.12241009032799612,13
"P@[,BELTHOLD,ENGULFING,LONGLINE]",-0.1215502929691919,683
"M@[,ADXR20,CROSSOVER-MACD]P@[,BELTHOLD,LONGLINE]",-0.12110400123076615,2
"M@[,AROON]P@[,LONGLINE]",-0.12020456172613014,107
"P@[,HANGINGMAN,SHORTLINE]",-0.11590597743785605,20
"P@[,SPINNINGTOP]O@[,CROSSOVER21]",-0.10984783883524141,8
"M@[,ADXR20]P@[,CLOSINGMARUBOZU]",-0.10974153378991762,3
"P@[,EVENINGSTAR,EVENINGDOJISTAR,2CROWS]",-0.10260789997810242,5
"M@[,CROSSOVER-MACD]P@[,CLOSINGMARUBOZU,EVENINGSTAR,EVENINGDOJISTAR,LONGLINE]",-0.10106114199091311,1
"P@[,BELTHOLD,LONGLINE]",-0.09965066801773598,1961
"M@[,AROON]P@[,MARUBOZU,BELTHOLD,CLOSINGMARUBOZU,LONGLINE]",-0.09862870268200878,30
"M@[,APO,CROSSOVER-MACD]P@[,BELTHOLD,3OUTSIDE,LONGLINE]",-0.09756097560975979,1
"M@[,AROON]P@[,BELTHOLD,EVENINGSTAR,SEPARATINGLINES]",-0.09543285616904836,1
"P@[,SHOOTINGSTAR,HIKKAKE,SHORTLINE]",-0.09499926841819643,3
"P@[,BELTHOLD,EVENINGSTAR,EVENINGDOJISTAR,SEPARATINGLINES]",-0.09190237925048272,1
"M@[,AROON]P@[,BELTHOLD]",-0.08995545392811058,93
"P@[,3OUTSIDE]O@[,CROSSOVER21]V@[,AD:OBV]",-0.08933889219774013,1
"M@[,APO,AROON]P@[,ENGULFING,LONGLINE]V@[,AD:OBV]",-0.0766283524904171,1
"M@[,AROON,CROSSOVER-MACD]P@[,BELTHOLD,EVENINGSTAR,EVENINGDOJISTAR]",-0.07660487206986363,1
"M@[,RSI]P@[,HARAMI,SPINNINGTOP]",-0.0743151177159594,7
"P@[,BELTHOLD,ENGULFING]",-0.06867737529625798,191
"P@[,BELTHOLD,HIKKAKE,LONGLINE]",-0.06804190214565373,28
"M@[,APO]P@[,BELTHOLD,LONGLINE]O@[,CROSSOVER21]",-0.06631299734749518,1
"P@[,HARAMI,SPINNINGTOP,HIKKAKE]",-0.06424925189227049,2
"P@[,HARAMI]",-0.06303594914050087,271
"P@[,LONGLINE]",-0.06084034568107943,1806
"M@[,CROSSOVER-MACD]P@[,MARUBOZU,BELTHOLD,CLOSINGMARUBOZU,LONGLINE]",-0.055353706484690825,34
"P@[,ENGULFING,HIKKAKE,SHORTLINE]",-0.05197294453634351,17
"P@[,BELTHOLD,COUNTERATTACK,LONGLINE]",-0.050746335853177636,6
"M@[,APO]P@[,BELTHOLD,LONGLINE]",-0.04897119379450296,62
"M@[,RSI]P@[,BELTHOLD,EVENINGSTAR,EVENINGDOJISTAR,LONGLINE,SEPARATINGLINES]",-0.046246338831519684,1
"M@[,APO,CROSSOVER-MACD]P@[,BELTHOLD,LONGLINE]",-0.043229745998219916,5
"M@[,CROSSOVER-MACD]P@[,BELTHOLD,ENGULFING,LONGLINE]",-0.042761712130550134,54
"M@[,RSI]P@[,BELTHOLD,ENGULFING,LONGLINE]",-0.03745432086585028,23
"M@[,ADXR20]P@[,BELTHOLD]O@[,CROSSOVER50]",-0.0350262697022714,1
"P@[,TASUKIGAP]",-0.034832068350787254,24
"M@[,APO]P@[,LONGLINE]",-0.02958475154697004,53
"P@[,LONGLINE]O@[,CROSSOVER21]",-0.029481647211167538,29
"P@[,ENGULFING,SPINNINGTOP]",-0.029052358594590648,28
"M@[,CROSSOVER-MACD]P@[,3BLACKCROWS]",-0.028848927781534944,1
"P@[,BELTHOLD,LONGLINE]O@[,CROSSOVER21]",-0.024780522962364895,31
"P@[,ENGULFING,HIKKAKE]",-0.023150387213485883,7
"P@[,SHORTLINE]O@[,CROSSOVER50]",-0.01921718565781238,18
"P@[,SHORTLINE]",-0.016141851899158535,3122
"M@[,CROSSOVER-MACD]P@[,BELTHOLD,ENGULFING]",-0.013280970190026624,14
"P@[,HANGINGMAN]",-0.013262628541377358,32
"P@[,3OUTSIDE,LONGLINE]",-0.01177287697374632,145
"P@[,CLOSINGMARUBOZU,3OUTSIDE,LONGLINE]",-0.009687027761093406,35
"M@[,AROON]P@[,SPINNINGTOP]",-0.003689601810123896,39
"P@[,SPINNINGTOP,SHORTLINE]",-0.0027886148141119146,292
"P@[,2CROWS,SHORTLINE]",-0.0019382318036329676,13
"M@[,APO]P@[,HIKKAKE,SHORTLINE]",0.0,1
"M@[,CROSSOVER-MACD]P@[,SHORTLINE]",0.0023775219763383817,212
"P@[,ENGULFING]",0.0029970119001919934,836
"M@[,AROON,CROSSOVER-MACD]P@[,BELTHOLD,ENGULFING,3INSIDE]",0.006701514542280461,1
"M@[,ADXR20]P@[,BELTHOLD,ENGULFING,LONGLINE]",0.007031291574752218,10
"P@[,SPINNINGTOP,UPSIDEGAP2CROWS]",0.010351812114468228,2
"M@[,AROON]P@[,3OUTSIDE,LONGLINE]",0.012051323559801978,16
"P@[,BELTHOLD,ENGULFING,EVENINGSTAR,LONGLINE]",0.012562689008886907,14
"P@[,BELTHOLD,BREAKAWAY,ENGULFING,LONGLINE]",0.021530463244370635,2
"P@[,BELTHOLD,ENGULFING,LONGLINE]V@[,AD:OBV]",0.02280252217186313,3
"P@[,BELTHOLD,3OUTSIDE]",0.024070996471418242,62
"P@[,BELTHOLD,2CROWS]",0.036362944202067676,2
"M@[,CROSSOVER-MACD]P@[,SPINNINGTOP,SHORTLINE]",0.04098558549975777,16
"M@[,AROON]P@[,SHORTLINE]",0.041089946487463974,95
"P@[,3INSIDE,LONGLINE]",0.041504307888960416,21
"P@[,THRUSTING]",0.044366852072757604,19
"M@[,AROON]P@[,BELTHOLD,LONGLINE]",0.044882596273766534,143
"P@[,SPINNINGTOP]",0.047783709086591804,1014
"P@[,EVENINGSTAR,EVENINGDOJISTAR,LONGLINE]",0.04814172933151262,22
"M@[,APO]P@[,HARAMI]",0.04895571786581954,4
"P@[,SPINNINGTOP,2CROWS]",0.05063702760005686,5
"P@[,SHOOTINGSTAR,HIKKAKE]V@[,AD]",0.05271481286242633,1
"M@[,CROSSOVER-MACD]P@[,BELTHOLD]",0.05476402129463893,79
"P@[,3BLACKCROWS]",0.05524861878452725,1
"M@[,AROON]P@[,BELTHOLD,ENGULFING,LONGLINE]",0.05871050148658024,29
"P@[,MARUBOZU,BELTHOLD,CLOSINGMARUBOZU,LONGLINE]",0.062154496060185076,448
"M@[,CROSSOVER-MACD]P@[,HIKKAKE,SHORTLINE]",0.06498512747633356,13
"M@[,ADXR20]P@[,DARKCLOUDCOVER,LONGLINE]",0.06656681644199988,1
"P@[,BELTHOLD,LONGLINE]V@[,AD:OBV]",0.06746135081713137,9
"P@[,SPINNINGTOP,HIGHWAVE]",0.07024516979104163,210
"M@[,CROSSOVER-MACD]P@[,LONGLINE]",0.07365277755593501,196
"M@[,RSI]P@[,LONGLINE]",0.0764953076613709,48
"P@[,DARKCLOUDCOVER,LONGLINE]",0.08160655444760029,45
"M@[,CROSSOVER-MACD]P@[,HARAMI]",0.08244415198052162,15
"M@[,APO]P@[,CLOSINGMARUBOZU,LONGLINE]",0.08858646493589328,20
"P@[,3INSIDE]",0.08883283843691735,39
"P@[,DARKCLOUDCOVER]",0.10025373629282285,34
"P@[,HANGINGMAN,HIKKAKE]",0.10045626988615923,6
"P@[,ENGULFING,SHORTLINE]",0.10239976900883893,438
"P@[,UPSIDEGAP2CROWS]",0.10642769150036774,4
"M@[,CROSSOVER-MACD]P@[,SPINNINGTOP,3OUTSIDE]",0.11176521459526524,7
"M@[,RSI]P@[,SPINNINGTOP,HIGHWAVE]",0.11333741477763493,12
"P@[,MARUBOZU,BELTHOLD,CLOSINGMARUBOZU,EVENINGSTAR,EVENINGDOJISTAR,LONGLINE]",0.11366921321859022,8
"M@[,ADXR20]P@[,ENGULFING,LONGLINE]",0.11701541850220579,2
"P@[,HIKKAKE,SHORTLINE]",0.11933498006947398,123
"P@[,BELTHOLD,3OUTSIDE,LONGLINE]O@[,CROSSOVER50]",0.12061109622084926,1
"M@[,AROON]P@[,3INSIDE,LONGLINE]",0.1233407729355184,1
"M@[,CROSSOVER-MACD]P@[,BELTHOLD,LONGLINE,SEPARATINGLINES]",0.12494502816146849,2
"M@[,APO]P@[,MARUBOZU,BELTHOLD,CLOSINGMARUBOZU,LONGLINE]",0.1251864457961193,18
"M@[,RSI]P@[,BELTHOLD]",0.13828282517691107,22
"P@[,BELTHOLD,ENGULFING,LONGLINE]O@[,CROSSOVER50]",0.13936924713933846,4
"P@[,ENGULFING,CLOSINGMARUBOZU,LONGLINE]",0.13970891456012208,90
"M@[,APO]P@[,SPINNINGTOP]",0.1411175287640541,22
"P@[,3OUTSIDE,SHORTLINE]",0.14200473940571065,233
"P@[,CLOSINGMARUBOZU,3OUTSIDE]",0.14650353245534053,10
"M@[,ADXR20,CROSSOVER-MACD]P@[,SHORTLINE]",0.15084706428406455,1
"M@[,APO,AROON]P@[,SPINNINGTOP,HIGHWAVE]",0.15510746731664082,1
"M@[,ADXR40]P@[,CLOSINGMARUBOZU]",0.15715034049239546,1
"M@[,APO]P@[,HANGINGMAN]",0.15718824070851423,2
"M@[,APO]P@[,HARAMI,SHORTLINE]",0.1578060776776796,3
"M@[,CROSSOVER-MACD]P@[,BELTHOLD,SEPARATINGLINES]",0.16370073274793895,4
"P@[,HARAMI,HIKKAKE]",0.165399728514257,4
"P@[,MARUBOZU,BELTHOLD,CLOSINGMARUBOZU,3INSIDE,LONGLINE]",0.1678801496464335,4
"M@[,APO]P@[,SPINNINGTOP,HIGHWAVE]",0.17084146148477833,3
"P@[,BELTHOLD,DARKCLOUDCOVER]",0.17386923844036772,21
"P@[,MARUBOZU,BELTHOLD,ENGULFING,CLOSINGMARUBOZU,LONGLINE,SEPARATINGLINES]O@[,CROSSOVER21]",0.17415534656913967,1
"M@[,CROSSOVER-MACD]P@[,SPINNINGTOP]",0.1819976356968724,75
"M@[,CROSSOVER-MACD]P@[,MARUBOZU,BELTHOLD,CLOSINGMARUBOZU,3BLACKCROWS,LONGLINE]O@[,CROSSOVER50]",0.19029495718363734,1
"P@[,BELTHOLD,EVENINGSTAR,2CROWS,LONGLINE]",0.1941025007236925,6
"M@[,CROSSOVER-MACD]P@[,HARAMI,SHORTLINE]O@[,CROSSOVER50]",0.19612903225806216,1
"P@[,BELTHOLD,EVENINGSTAR,EVENINGDOJISTAR]",0.2074852062089353,6
"M@[,AROON]P@[,SHORTLINE]O@[,CROSSOVER50]",0.20790020790021085,1
"P@[,BELTHOLD,ENGULFING,EVENINGSTAR,LONGLINE]O@[,CROSSOVER21]",0.21183345507670495,1
"M@[,RSI]P@[,SHOOTINGSTAR]",0.21204410517387615,1
"M@[,CROSSOVER-MACD]P@[,MARUBOZU,BELTHOLD,CLOSINGMARUBOZU,3OUTSIDE,LONGLINE]",0.2253326506515781,8
"M@[,ADXR40]P@[,ENGULFING,SHORTLINE]",0.22721739836078508,1
"P@[,BELTHOLD,LONGLINE]O@[,CROSSOVER21,CROSSOVER50]",0.22899015342340281,1
"P@[,HARAMI,SHORTLINE]",0.2292158643761681,134
"M@[,ADXR40]P@[,ENGULFING,CLOSINGMARUBOZU,LONGLINE]",0.24278606965173768,1
"P@[,HIKKAKE]",0.2438174311584459,163
"P@[,ENGULFING,CLOSINGMARUBOZU,EVENINGSTAR,LONGLINE]",0.24483451911846466,2
"P@[,HARAMI,SPINNINGTOP]",0.24744450616072633,88
"P@[,BELTHOLD]",0.2488223595523826,731
"P@[,BELTHOLD,EVENINGSTAR,2CROWS]",0.2505368647101094,1
"P@[,SPINNINGTOP,3OUTSIDE]",0.25915467682476967,53
"M@[,RSI]P@[,HARAMI,SHORTLINE]",0.2599351753889967,5
"M@[,RSI]P@[,CLOSINGMARUBOZU]",0.26028377953972354,4
"P@[,SPINNINGTOP,3INSIDE]",0.26271511645069195,1
"M@[,ADXR40,CROSSOVER-MACD]P@[,SHORTLINE]",0.2780352177942513,1
"M@[,APO]P@[,3OUTSIDE]O@[,CROSSOVER21]",0.27858156028368364,2
"P@[,EVENINGSTAR,EVENINGDOJISTAR,2CROWS,LONGLINE]",0.2787126138128984,2
"M@[,RSI]P@[,2CROWS,SHORTLINE]",0.27925288408715937,1
"P@[,BELTHOLD,LONGLINE,SEPARATINGLINES]",0.2870287964076195,28
"M@[,RSI]P@[,SPINNINGTOP,SHORTLINE]",0.3024059883991763,2
"P@[,HARAMI,SHORTLINE]V@[,AD:OBV]",0.308826387739099,1
"P@[,DARKCLOUDCOVER,HIKKAKE,LONGLINE]",0.3118908382066321,1
"M@[,ADXR20]P@[,BELTHOLD,EVENINGSTAR,LONGLINE]",0.3144840681184332,1
"M@[,AROON]P@[,LONGLINE]O@[,CROSSOVER21]",0.32831556131413253,2
"M@[,APO]P@[,CLOSINGMARUBOZU]",0.32945203939637563,8
"M@[,CROSSOVER-MACD]P@[,DARKCLOUDCOVER,LONGLINE]",0.33671835435795666,3
"M@[,AROON,CROSSOVER-MACD]P@[,CLOSINGMARUBOZU,LONGLINE]",0.33855281430290735,3
"M@[,AROON]P@[,BELTHOLD,ENGULFING]",0.346296536257165,14
"P@[,SPINNINGTOP,HIGHWAVE]O@[,CROSSOVER21,CROSSOVER50]",0.3469640644361777,1
"M@[,AROON,CROSSOVER-MACD]P@[,LONGLINE]O@[,CROSSOVER21]",0.3471383910607636,2
"M@[,ADXR20]P@[,MARUBOZU,BELTHOLD,CLOSINGMARUBOZU,LONGLINE]O@[,CROSSOVER50]",0.3527336860670119,1
"M@[,APO,CROSSOVER-MACD]P@[,LONGLINE]",0.359557069183338,5
"M@[,CROSSOVER-MACD]P@[,ENGULFING]O@[,CROSSOVER21]",0.3710071486743405,1
"P@[,HIKKAKE,HIKKAKEMOD,LONGLINE]",0.3715865883166224,1
"P@[,ENGULFING,SHORTLINE]O@[,CROSSOVER21]",0.3780887169693751,6
"M@[,CROSSOVER-MACD]P@[,MARUBOZU,BELTHOLD,ENGULFING,CLOSINGMARUBOZU,LONGLINE]",0.384092088966577,14
"M@[,APO]P@[,BELTHOLD,ENGULFING,LONGLINE]V@[,AD:OBV]",0.38945865247306244,1
"M@[,RSI]P@[,ENGULFING]",0.3931874750272047,37
"M@[,AROON]P@[,ENGULFING]",0.39335779595852943,29
"P@[,BELTHOLD,3INSIDE,LONGLINE]",0.40136278729474684,10
"P@[,2CROWS,LONGLINE]",0.4044513961802643,3
"P@[,BELTHOLD,DARKCLOUDCOVER,LONGLINE]O@[,CROSSOVER21]",0.4066418163334424,1
"M@[,ADXR20,CROSSOVER-MACD]P@[,LONGLINE]",0.4100541521895754,1
"P@[,2CROWS]",0.41044802938744585,10
"P@[,CLOSINGMARUBOZU]",0.4119177624599968,177
"P@[,MARUBOZU,BELTHOLD,CLOSINGMARUBOZU,DARKCLOUDCOVER,LONGLINE]",0.4121090488882599,12
