sellIndia,avg,count
"P@[,CLOSINGMARUBOZU]O@[,CROSSOVER21]",0.4139849896046585,3
"M@[,ADXR20]P@[,BELTHOLD,DARKCLOUDCOVER]",0.4145077720207215,1
"M@[,AROON,CROSSOVER-MACD]P@[,CLOSINGMARUBOZU]",0.41854843591597024,4
"P@[,SPINNINGTOP,HIGHWAVE,HIKKAKE]",0.41927512759241664,10
"P@[,ENGULFING,CLOSINGMARUBOZU]",0.4310553948052563,34
"P@[,SHORTLINE,UPSIDEGAP2CROWS]",0.4372947464573867,7
"P@[,ENGULFING]V@[,AD:OBV]",0.43883242333507283,7
"M@[,AROON]P@[,SHOOTINGSTAR]",0.4416094210009702,1
"P@[,MARUBOZU,BELTHOLD,ENGULFING,CLOSINGMARUBOZU,LONGLINE]O@[,CROSSOVER21]",0.44846710565030906,6
"M@[,APO]P@[,MARUBOZU,BELTHOLD,ENGULFING,CLOSINGMARUBOZU,LONGLINE]O@[,CROSSOVER21]",0.4504883799259125,1
"M@[,AROON]P@[,3OUTSIDE]",0.4507802173777627,29
"M@[,AROON]P@[,ENGULFING,LONGLINE]",0.45886457467954556,15
"P@[,3INSIDE,SHORTLINE]",0.4630716880480189,10
"M@[,APO]P@[,ENGULFING]",0.4703221043962541,23
"M@[,CROSSOVER-MACD]P@[,BELTHOLD,EVENINGSTAR,EVENINGDOJISTAR,SEPARATINGLINES]",0.47108967528462176,1
"M@[,ADXR20]P@[,3OUTSIDE,LONGLINE]",0.47467631399742766,2
"M@[,ADXR20]P@[,LONGLINE]",0.4766242928721974,22
"M@[,CROSSOVER-MACD]P@[,BELTHOLD,3INSIDE,LONGLINE]",0.47849212074929803,3
"P@[,ENGULFING,HIKKAKE,LONGLINE]",0.48160113533073357,10
"P@[,EVENINGDOJISTAR,LONGLINE]",0.48678720445061796,1
"M@[,ADXR40]P@[,MARUBOZU,BELTHOLD,CLOSINGMARUBOZU,LONGLINE]",0.4874624907652467,2
"M@[,RSI]P@[,BELTHOLD,ENGULFING,EVENINGDOJISTAR]",0.49689440993789524,1
"P@[,MARUBOZU,BELTHOLD,CLOSINGMARUBOZU,DARKCLOUDCOVER,LONGLINE]O@[,CROSSOVER21]",0.49847242321917073,1
"P@[,ENGULFING,SPINNINGTOP,SHORTLINE]",0.503342108049458,10
"P@[,CLOSINGMARUBOZU,DARKCLOUDCOVER,LONGLINE]",0.5063374825432739,6
"M@[,AROON,CROSSOVER-MACD]P@[,BELTHOLD,ENGULFING,EVENINGSTAR]",0.5122950819672132,1
"M@[,CROSSOVER-MACD]P@[,CLOSINGMARUBOZU,LONGLINE]",0.5228642935176656,33
"P@[,SPINNINGTOP,2CROWS,SHORTLINE]",0.5246948785217188,1
"M@[,AROON]P@[,BELTHOLD,LONGLINE]O@[,CROSSOVER50]",0.5338560050664838,2
"M@[,ADXR20]P@[,SHORTLINE]",0.535562855681315,40
"P@[,BELTHOLD,DARKCLOUDCOVER,HIKKAKE]",0.5530973451327433,1
"P@[,BELTHOLD,ENGULFING,HIKKAKE,LONGLINE]",0.5678441603805482,5
"P@[,HARAMI,HIKKAKE,SHORTLINE]",0.5736491487786867,1
"M@[,CROSSOVER-MACD]P@[,ENGULFING,LONGLINE]",0.5905456913025711,52
"P@[,ONNECK]",0.5984509526897477,5
"M@[,APO]P@[,ENGULFING,LONGLINE]",0.6015172735437796,10
"P@[,HIKKAKE,SHORTLINE]O@[,CROSSOVER50]",0.6055824576547593,2
"M@[,CROSSOVER-MACD]P@[,SPINNINGTOP,HIKKAKE,SHORTLINE]",0.6127233452928006,3
"M@[,AROON,CROSSOVER-MACD]P@[,SHORTLINE]",0.6186021055103055,7
"M@[,CROSSOVER-MACD]P@[,MARUBOZU,BELTHOLD,CLOSINGMARUBOZU,HIKKAKE,LONGLINE]O@[,CROSSOVER21]",0.6195786864931847,1
"P@[,MARUBOZU,BELTHOLD,ENGULFING,CLOSINGMARUBOZU,EVENINGSTAR,LONGLINE]",0.6243531734300956,7
"M@[,AROON,CROSSOVER-MACD]P@[,BELTHOLD,ENGULFING,LONGLINE]",0.6281478412600594,5
"M@[,AROON]P@[,ENGULFING,SHORTLINE]",0.6306447510436861,10
"P@[,BELTHOLD,ENGULFING,LONGLINE]O@[,CROSSOVER21]",0.6392291791862684,10
"M@[,APO]P@[,BELTHOLD]",0.6471152101691716,30
"P@[,SPINNINGTOP,3OUTSIDE,SHORTLINE]",0.66038505091495,14
"M@[,AROON]P@[,ENGULFING,LONGLINE]O@[,CROSSOVER50]",0.663129973474801,1
"M@[,APO,AROON]P@[,LONGLINE]",0.6671168676606705,6
"M@[,CROSSOVER-MACD]P@[,2CROWS,SHORTLINE]",0.6703744165259709,1
"P@[,EVENINGDOJISTAR]",0.6729200652528572,1
"P@[,BELTHOLD,EVENINGDOJISTAR,LONGLINE,SEPARATINGLINES]",0.6756756756756785,1
"M@[,RSI]P@[,BELTHOLD,ENGULFING,HIKKAKE,LONGLINE]",0.6872230762275124,1
"P@[,3INSIDE]V@[,AD:OBV]",0.6935182715390832,1
"M@[,ADXR20,CROSSOVER-MACD]P@[,BELTHOLD,3OUTSIDE]",0.6938708078638768,1
"M@[,ADXR20,AROON]P@[,BELTHOLD,LONGLINE]",0.6955484896661367,1
"M@[,ADXR20]P@[,3OUTSIDE]",0.6989622588800369,7
"P@[,LONGLINE,UPSIDEGAP2CROWS]",0.7075682312021513,3
"P@[,SPINNINGTOP,HIKKAKE]",0.7099719054671634,48
"P@[,SHOOTINGSTAR,ADVANCEBLOCK]",0.7321830192840684,10
"M@[,ADXR20,AROON]P@[,SPINNINGTOP]",0.7371007371007301,1
"M@[,ADXR20]P@[,CLOSINGMARUBOZU,LONGLINE]",0.7722713180995138,4
"P@[,SPINNINGTOP,HIGHWAVE]O@[,CROSSOVER21]",0.7762273021674094,3
"P@[,ENGULFING,LONGLINE]V@[,AD:OBV]",0.7835169885166793,3
"M@[,ADXR40,RSI]P@[,SPINNINGTOP,HIGHWAVE]",0.7997429471094359,2
"M@[,CROSSOVER-MACD]P@[,TASUKIGAP]",0.8044400144973178,2
"M@[,APO]P@[,SPINNINGTOP,SHORTLINE]",0.80633093344566,3
"M@[,CROSSOVER-MACD,RSI]P@[,BELTHOLD,EVENINGSTAR,2CROWS,LONGLINE]",0.8099945085118037,1
"M@[,RSI]P@[,BELTHOLD,ENGULFING]",0.8223464756619553,11
"P@[,CLOSINGMARUBOZU,EVENINGSTAR,EVENINGDOJISTAR]",0.8241321205776897,3
"M@[,CROSSOVER-MACD]P@[,SPINNINGTOP,3OUTSIDE,HIGHWAVE]",0.8253358925143867,1
"M@[,APO,CROSSOVER-MACD]P@[,ENGULFING]",0.8253804488006161,1
"P@[,ENGULFING,EVENINGDOJISTAR]",0.8347387711345637,2
"P@[,ENGULFING,EVENINGSTAR]",0.8374031057471706,13
"P@[,SPINNINGTOP,HIKKAKE]O@[,CROSSOVER50]",0.8396641343462593,1
"M@[,AROON]P@[,BELTHOLD,3OUTSIDE,LONGLINE]O@[,CROSSOVER21]",0.8427324942793575,2
"M@[,RSI]P@[,ADVANCEBLOCK]",0.8488964346349746,1
"P@[,BELTHOLD,ENGULFING,EVENINGSTAR,EVENINGDOJISTAR,LONGLINE]V@[,AD:OBV]",0.8503634618022126,1
"M@[,ADXR20]P@[,MARUBOZU,BELTHOLD,ENGULFING,CLOSINGMARUBOZU,LONGLINE]",0.8584894134404033,2
"M@[,CCI]P@[,HARAMI]",0.8715525074884979,2
"M@[,AROON]P@[,3OUTSIDE,SHORTLINE]",0.8749122613609974,12
"P@[,BELTHOLD]O@[,CROSSOVER21]V@[,AD:OBV]",0.881196144954525,1
"M@[,AROON,CROSSOVER-MACD]P@[,BELTHOLD]",0.8849067297326245,21
"P@[,SPINNINGTOP,3OUTSIDE,HIGHWAVE]",0.8865014089540454,13
"P@[,BELTHOLD,DARKCLOUDCOVER,HIKKAKE,LONGLINE]",0.8868450651345254,2
"M@[,CROSSOVER-MACD]P@[,CLOSINGMARUBOZU,3OUTSIDE]",0.8919722497522262,1
"M@[,APO,CROSSOVER-MACD]P@[,3OUTSIDE]",0.8968250063360951,2
"M@[,RSI]P@[,MARUBOZU,BELTHOLD,ENGULFING,CLOSINGMARUBOZU,EVENINGSTAR,EVENINGDOJISTAR,LONGLINE]",0.8984513535878973,1
"P@[,MARUBOZU,BELTHOLD,ENGULFING,CLOSINGMARUBOZU,LONGLINE]V@[,AD:OBV]",0.9029580940791289,4
"P@[,CLOSINGMARUBOZU,EVENINGSTAR,2CROWS,LONGLINE]O@[,CROSSOVER50]",0.9099466582993518,1
"M@[,RSI]P@[,MARUBOZU,BELTHOLD,ENGULFING,CLOSINGMARUBOZU,LONGLINE]",0.9141928457415635,8
"M@[,APO]P@[,BELTHOLD,EVENINGSTAR,EVENINGDOJISTAR,LONGLINE]",0.9187605981193212,1
"M@[,ADXR20]P@[,3OUTSIDE,SHORTLINE]",0.9212728433393669,3
"P@[,BELTHOLD,ENGULFING,LONGLINE,SEPARATINGLINES]",0.9427263114564061,2
"M@[,CROSSOVER-MACD]P@[,EVENINGSTAR,EVENINGDOJISTAR]",0.977619043351522,4
"M@[,ADXR40,CROSSOVER-MACD]P@[,BELTHOLD,ENGULFING]",1.0000000000000024,1
"M@[,CROSSOVER-MACD]P@[,BELTHOLD,ENGULFING,LONGLINE]V@[,AD:OBV]",1.0049253257070299,1
"M@[,ADXR20]P@[,HANGINGMAN,SHORTLINE]",1.0117582718074896,1
"M@[,RSI]P@[,EVENINGSTAR,EVENINGDOJISTAR]",1.021945406304824,1
"M@[,CROSSOVER-MACD]P@[,BELTHOLD,LONGLINE]V@[,AD:OBV]",1.033356540841502,3
"M@[,ADXR20]P@[,3OUTSIDE,LONGLINE]O@[,CROSSOVER21]",1.0344358241458973,1
"M@[,ADXR20,APO]P@[,ENGULFING,HIKKAKE]",1.046153846153839,1
"M@[,CROSSOVER-MACD]P@[,ADVANCEBLOCK]",1.0945935865995196,2
"P@[,BELTHOLD,ENGULFING,EVENINGDOJISTAR]",1.0969285999202234,1
"P@[,BELTHOLD,ENGULFING]O@[,CROSSOVER21]",1.105889672979416,2
"M@[,AROON]P@[,HARAMI]",1.106949464215402,2
"M@[,APO,CROSSOVER-MACD]P@[,BELTHOLD,EVENINGSTAR]",1.108166706817626,1
"M@[,ADXR20]P@[,ENGULFING]",1.1082350837488102,10
"M@[,AROON]P@[,HARAMI,SHORTLINE]",1.1104663800818912,2
"M@[,APO]P@[,ENGULFING,SPINNINGTOP,SHORTLINE]",1.1157601115760054,1
"M@[,CROSSOVER-MACD]P@[,EVENINGSTAR,2CROWS,LONGLINE]",1.1254019292604434,1
"P@[,HANGINGMAN,HIKKAKE,SHORTLINE]",1.1279318735587536,9
"M@[,CROSSOVER-MACD]P@[,BELTHOLD,HIKKAKE,LONGLINE]",1.1743055730969107,2
"M@[,ADXR20,AROON,CROSSOVER-MACD]P@[,BELTHOLD,LONGLINE]",1.1783439490445824,1
"M@[,AROON]P@[,BELTHOLD,3OUTSIDE]",1.1787835418870123,15
"P@[,CLOSINGMARUBOZU,EVENINGSTAR]",1.1810689341076503,4
"M@[,APO]P@[,ENGULFING,SHORTLINE]",1.1847188490414822,12
"M@[,ADXR20,APO]P@[,ENGULFING]",1.1878712097530515,1
"P@[,ENGULFING,CLOSINGMARUBOZU,LONGLINE]V@[,AD:OBV]",1.1911266182110083,2
"M@[,CROSSOVER-MACD]P@[,BELTHOLD,ENGULFING,LONGLINE,SEPARATINGLINES]",1.1985409067222423,1
"M@[,ADXR40,AROON]P@[,BELTHOLD,LONGLINE]",1.2114918656974731,1
"M@[,ADXR20]P@[,BELTHOLD,LONGLINE]O@[,CROSSOVER21]",1.2116730189430542,1
"M@[,ADXR40]P@[,BELTHOLD,ENGULFING,LONGLINE]",1.2192147589095859,4
"P@[,CLOSINGMARUBOZU,EVENINGSTAR,LONGLINE]",1.2221081428320348,2
"M@[,ADXR20,APO]P@[,LONGLINE]",1.224436628891491,1
"P@[,BELTHOLD,ENGULFING,3INSIDE]",1.230130072460836,1
"P@[,HIKKAKE,HIKKAKEMOD]",1.243492324091621,4
"M@[,APO]P@[,ENGULFING]O@[,CROSSOVER21]",1.2443283388627047,2
"P@[,BELTHOLD,ENGULFING,HIKKAKE,LONGLINE]O@[,CROSSOVER21]V@[,AD:OBV]",1.257861635220126,1
"P@[,ENGULFING,EVENINGSTAR,EVENINGDOJISTAR]",1.2654632041149936,6
"M@[,APO]P@[,ENGULFING,CLOSINGMARUBOZU,LONGLINE]",1.2696327829688956,3
"M@[,CROSSOVER-MACD]P@[,HARAMI,SPINNINGTOP]",1.2991100738858044,2
"M@[,RSI,CROSSOVER-MACD]P@[,HARAMI]",1.3020006351222684,1
"M@[,ADXR40,RSI]P@[,SPINNINGTOP]",1.3067400275103203,1
"M@[,APO]P@[,SPINNINGTOP]V@[,AD:OBV]",1.326195400900364,1
"M@[,ADXR20,APO]P@[,BELTHOLD,LONGLINE]O@[,CROSSOVER21]",1.345615461031332,1
"M@[,APO]P@[,HANGINGMAN,SHORTLINE]",1.38445154419595,1
"P@[,3OUTSIDE]O@[,CROSSOVER21]",1.3897798281580636,8
"M@[,APO]P@[,BELTHOLD,ENGULFING]",1.4125178674313643,4
"P@[,BELTHOLD,EVENINGSTAR,EVENINGDOJISTAR,LONGLINE,SEPARATINGLINES]",1.430131280302008,5
"M@[,CROSSOVER-MACD]P@[,SHORTLINE,UPSIDEGAP2CROWS]",1.454138702460847,1
"M@[,CROSSOVER-MACD]P@[,SPINNINGTOP]V@[,AD]",1.4820396885204665,1
"M@[,AROON]P@[,MARUBOZU,BELTHOLD,CLOSINGMARUBOZU,3OUTSIDE,LONGLINE]",1.4929084507454329,2
"M@[,RSI]P@[,ENGULFING,SHORTLINE]",1.5490871457155087,8
"M@[,RSI]P@[,BELTHOLD,3INSIDE,LONGLINE]",1.566041623737887,1
"M@[,AROON]P@[,HANGINGMAN,HIKKAKE,SHORTLINE]",1.5789473684210564,1
"M@[,AROON]P@[,BELTHOLD,LONGLINE]O@[,CROSSOVER21,CROSSOVER50]",1.5881809787627006,1
"M@[,CROSSOVER-MACD]P@[,LONGLINE]O@[,CROSSOVER21]",1.589160929180184,2
"M@[,AROON]P@[,LONGLINE]V@[,AD:OBV]",1.5921152388172815,1
"P@[,MARUBOZU,BELTHOLD,CLOSINGMARUBOZU,COUNTERATTACK,LONGLINE]",1.6029853584668432,2
"P@[,MARUBOZU,BELTHOLD,CLOSINGMARUBOZU,LONGLINE]O@[,CROSSOVER50]",1.6147635524798056,1
"M@[,AROON]P@[,BELTHOLD,ENGULFING,LONGLINE,SEPARATINGLINES]",1.614868982327845,1
"M@[,AROON,CROSSOVER-MACD]P@[,BELTHOLD,LONGLINE]O@[,CROSSOVER50]",1.6418563922942206,1
"M@[,APO,AROON]P@[,BELTHOLD]",1.6571423563114784,4
"P@[,BELTHOLD,3OUTSIDE]O@[,CROSSOVER21]",1.658206429780026,1
"M@[,CCI]P@[,3OUTSIDE]",1.7052351683076745,1
"M@[,CROSSOVER-MACD]P@[,BELTHOLD]O@[,CROSSOVER21]",1.7104331595546145,1
"P@[,DARKCLOUDCOVER]O@[,CROSSOVER50]",1.7251293847038527,1
"M@[,RSI]P@[,BELTHOLD,EVENINGSTAR,LONGLINE]",1.7395021620141788,3
"P@[,ENGULFING,EVENINGDOJISTAR,LONGLINE]",1.7657577112203922,1
"P@[,MARUBOZU,BELTHOLD,ENGULFING,CLOSINGMARUBOZU,EVENINGDOJISTAR,LONGLINE]",1.7707362534948794,1
"M@[,CROSSOVER-MACD,RSI]P@[,BELTHOLD]",1.7852288173991884,1
"M@[,APO]P@[,HARAMI,SPINNINGTOP]",1.7934964700251301,2
"P@[,HIKKAKE,SHORTLINE]O@[,CROSSOVER21]",1.7972681524083396,1
"P@[,BELTHOLD,3INSIDE]",1.808712675279088,5
"P@[,ENGULFING]O@[,CROSSOVER50]",1.816171030722644,5
"M@[,ADXR20]P@[,BELTHOLD,ENGULFING]",1.8225687905074164,4
"M@[,APO,CROSSOVER-MACD]P@[,SHORTLINE]",1.8338727076591121,1
"M@[,APO]P@[,HIKKAKE]",1.8382774962693207,1
"P@[,XSIDEGAP3METHODS]",1.8613561725016632,11
"P@[,SHORTLINE]V@[,AD:OBV]",1.8661010138782945,5
"M@[,APO]P@[,BELTHOLD,SEPARATINGLINES]",1.8827326519634213,1
"M@[,RSI]P@[,BELTHOLD,LONGLINE,SEPARATINGLINES]",1.8960546991936635,2
"M@[,AROON]P@[,BELTHOLD,LONGLINE,SEPARATINGLINES]",1.9014635970652671,2
"P@[,3OUTSIDE,SHORTLINE]O@[,CROSSOVER50]",1.9183922046285056,1
"M@[,APO]P@[,BELTHOLD,3OUTSIDE,LONGLINE]",1.9339708316558355,5
"P@[,HARAMI,SHORTLINE]O@[,CROSSOVER21]",1.939727875857416,1
"P@[,BELTHOLD,LONGLINE,RISEFALL3METHODS]",1.9430550211619824,1
"M@[,CROSSOVER-MACD]P@[,MARUBOZU,BELTHOLD,CLOSINGMARUBOZU,EVENINGSTAR,EVENINGDOJISTAR,LONGLINE]",2.0014295925661063,1
"M@[,ADXR20]P@[,CLOSINGMARUBOZU,3OUTSIDE,LONGLINE]",2.0159798038541794,2
"M@[,ADXR20,APO]P@[,LONGLINE]O@[,CROSSOVER21]",2.028784827123211,1
"P@[,HARAMI,SHORTLINE]O@[,CROSSOVER50]",2.0447072679982288,2
"M@[,ADXR20,RSI]P@[,SPINNINGTOP]",2.0568574157055757,1
"M@[,RSI]P@[,3OUTSIDE]",2.0604395604395602,1
"M@[,AROON]P@[,BELTHOLD]O@[,CROSSOVER50]",2.063976607987609,2
"M@[,ADXR20,AROON]P@[,SHORTLINE]",2.1113831089351214,1
"M@[,APO]P@[,CLOSINGMARUBOZU,3OUTSIDE,LONGLINE]",2.112436367941281,1
"M@[,ADXR20]P@[,HARAMI,SPINNINGTOP,HIGHWAVE]",2.1136063408190084,1
"M@[,ADXR40]P@[,LONGLINE]",2.115762218275787,2
"M@[,CROSSOVER-MACD]P@[,BELTHOLD,EVENINGSTAR]",2.2711142654364713,1
"P@[,MARUBOZU,BELTHOLD,CLOSINGMARUBOZU,LONGLINE]V@[,AD:OBV]",2.305965673461593,2
"M@[,RSI]P@[,MARUBOZU,BELTHOLD,CLOSINGMARUBOZU,LONGLINE]",2.3358966745368455,6
"M@[,AROON]P@[,HIKKAKE]",2.339331619537281,1
"M@[,RSI]P@[,ENGULFING,EVENINGSTAR]",2.357406707528223,5
"M@[,APO]P@[,SHORTLINE]O@[,CROSSOVER50]",2.407041494521282,1
"M@[,AROON,CROSSOVER-MACD]P@[,BELTHOLD,LONGLINE,SEPARATINGLINES]",2.4665320202327123,1
"P@[,MARUBOZU,BELTHOLD,CLOSINGMARUBOZU,3BLACKCROWS,LONGLINE]",2.473057288712417,1
"M@[,ADXR40]P@[,BELTHOLD,ENGULFING]",2.4926686217008838,1
"P@[,HARAMI]O@[,CROSSOVER21]",2.493820493892915,3
"P@[,BELTHOLD,3OUTSIDE,LONGLINE]V@[,AD:OBV]",2.5006205013651144,1
"M@[,ADXR20,RSI]P@[,BELTHOLD,LONGLINE]",2.512823842607626,1
"M@[,ADXR20]P@[,BELTHOLD]O@[,CROSSOVER21]",2.5277938326590252,1
"M@[,RSI]P@[,EVENINGDOJISTAR]",2.530711235303422,1
"M@[,APO]P@[,ENGULFING,EVENINGSTAR,EVENINGDOJISTAR]",2.564102564102564,1
"M@[,APO]P@[,3OUTSIDE,LONGLINE]",2.567845357389406,4
"P@[,BELTHOLD,EVENINGSTAR]O@[,CROSSOVER21]",2.571091493429896,1
"M@[,ADXR20]P@[,ENGULFING,SHORTLINE]",2.6130191549114583,6
"M@[,ADXR40]P@[,SPINNINGTOP,3OUTSIDE]",2.6641294005708778,1
"P@[,ENGULFING,CLOSINGMARUBOZU,EVENINGSTAR]",2.687747035573127,1
"P@[,CLOSINGMARUBOZU,DARKCLOUDCOVER,HIKKAKE,LONGLINE]",2.6923708944804323,2
"M@[,CROSSOVER-MACD]P@[,HANGINGMAN,SHORTLINE]",2.7006172839506175,1
"M@[,CROSSOVER-MACD]P@[,ENGULFING,SPINNINGTOP]",2.736466389054131,1
"M@[,AROON]P@[,CLOSINGMARUBOZU,3OUTSIDE]",2.7542372881355868,1
"P@[,HANGINGMAN,ENGULFING]",2.875474172247442,1
"M@[,CROSSOVER-MACD]P@[,BELTHOLD,LONGLINE]O@[,CROSSOVER50]",2.902155887230514,1
"M@[,ADXR40,CROSSOVER-MACD]P@[,3OUTSIDE]",2.9036004645760745,1
"M@[,APO]P@[,SPINNINGTOP]O@[,CROSSOVER50]",2.966014418125639,1
"P@[,SPINNINGTOP,HIGHWAVE,HIKKAKE]V@[,AD]",2.9822975918345724,1
"M@[,AROON]P@[,BELTHOLD,ENGULFING,EVENINGSTAR,EVENINGDOJISTAR]",2.9895366218236172,1
"M@[,AROON]P@[,BELTHOLD,HIKKAKE,LONGLINE]",3.0194877938382345,2
"M@[,CROSSOVER-MACD]P@[,SPINNINGTOP,3INSIDE]",3.0490133509671686,2
"M@[,CROSSOVER-MACD]P@[,2CROWS]",3.14434376962411,1
"P@[,HANGINGMAN,ENGULFING,SHORTLINE]",3.149606299212595,1
"M@[,APO,CROSSOVER-MACD]P@[,CLOSINGMARUBOZU]",3.1860970311368613,1
"P@[,CLOSINGMARUBOZU]O@[,CROSSOVER50]",3.233830845771149,1
"M@[,AROON]P@[,SHORTLINE]V@[,AD:OBV]",3.376545070847148,1
"M@[,APO]P@[,BELTHOLD]O@[,CROSSOVER21]",3.4520221660509427,2
"M@[,CROSSOVER-MACD]P@[,ENGULFING,CLOSINGMARUBOZU]",3.4573705636144823,1
"P@[,CLOSINGMARUBOZU,3INSIDE]",3.481389074240622,1
"M@[,AROON,CROSSOVER-MACD]P@[,MARUBOZU,BELTHOLD,CLOSINGMARUBOZU,3OUTSIDE,LONGLINE]",3.4977578475336375,1
"P@[,ENGULFING,EVENINGSTAR,LONGLINE]O@[,CROSSOVER50]",3.582089552238802,1
"M@[,ADXR40,RSI]P@[,BELTHOLD,ENGULFING,LONGLINE]",3.634957463263719,1
"P@[,3INSIDE]O@[,CROSSOVER21,CROSSOVER50]",3.7823490378234825,1
"M@[,CROSSOVER-MACD]P@[,HANGINGMAN]",3.8416781686843113,3
"M@[,AROON,CROSSOVER-MACD]P@[,SPINNINGTOP]",4.211943460018743,2
"M@[,ADXR20,APO]P@[,3OUTSIDE]",4.246255533321211,1
"M@[,ADXR20]P@[,ENGULFING,HIKKAKE,SHORTLINE]",4.365307294658239,1
"P@[,BELTHOLD,ENGULFING,EVENINGDOJISTAR,LONGLINE]",4.368358913813462,1
"M@[,ADXR40]P@[,BELTHOLD]",4.369844423303312,2
"M@[,CROSSOVER-MACD,RSI]P@[,3OUTSIDE,LONGLINE]",4.684551644925745,1
"M@[,APO]P@[,MARUBOZU,BELTHOLD,CLOSINGMARUBOZU,3OUTSIDE,LONGLINE]",4.788213627992636,1
"M@[,RSI]P@[,ENGULFING,EVENINGSTAR,EVENINGDOJISTAR]",4.878542510121462,1
"M@[,RSI]P@[,BELTHOLD,3OUTSIDE]",5.180388529139694,1
"P@[,BELTHOLD,EVENINGSTAR,HIKKAKE,LONGLINE]",5.185323848745775,1
"M@[,RSI]P@[,3INSIDE]",5.524001465738382,1
"M@[,ADXR40]P@[,BELTHOLD,COUNTERATTACK,LONGLINE]",5.545774647887334,1
"M@[,AROON,CROSSOVER-MACD]P@[,CLOSINGMARUBOZU,3OUTSIDE,LONGLINE]",6.040471156750226,1
"M@[,CROSSOVER-MACD]P@[,3OUTSIDE]O@[,CROSSOVER50]",6.694267770710824,1
"P@[,SPINNINGTOP,HIKKAKE,HIKKAKEMOD,SHORTLINE]",6.962785114045615,1
"P@[,HARAMI,SPINNINGTOP]O@[,CROSSOVER21]",9.63108778069409,1
